-1 -0.200505
-1 -0.199951
-1 -0.199404
-1 -0.198865
-1 -0.198333
-1 -0.197808
-1 -0.197291
-1 -0.196782
-1 -0.196283
-1 -0.195794
-1 -0.195315
-1 -0.194845
-1 -0.194384
-1 -0.193931
-1 -0.193486
-1 -0.193049
-1 -0.192618
-1 -0.192194
-1 -0.191776
-1 -0.191375
-1 -0.190996
-1 -0.190603
-1 -0.190198
-1 -0.189779
-1 -0.189348
-1 -0.188903
-1 -0.188445
-1 -0.187975
-1 -0.187491
-1 -0.186994
-1 -0.186484
-1 -0.18596
-1 -0.185424
-1 -0.184876
-1 -0.184317
-1 -0.183748
-1 -0.183171
-1 -0.182586
-1 -0.181995
-1 -0.181399
-1 -0.180798
-1 -0.180194
-1 -0.179588
-1 -0.17898
-1 -0.178371
-1 -0.177762
-1 -0.177153
-1 -0.176544
-1 -0.175937
-1 -0.17533
-1 -0.174726
-1 -0.174125
-1 -0.173527
-1 -0.172935
-1 -0.172349
-1 -0.17177
-1 -0.171201
-1 -0.170642
-1 -0.170095
-1 -0.16956
-1 -0.169039
-1 -0.168532
-1 -0.16804
-1 -0.167564
-1 -0.167104
-1 -0.16666
-1 -0.166232
-1 -0.16582
-1 -0.165424
-1 -0.165043
-1 -0.164677
-1 -0.164327
-1 -0.163992
-1 -0.163673
-1 -0.163369
-1 -0.163082
-1 -0.162811
-1 -0.162556
-1 -0.162317
-1 -0.162094
-1 -0.161885
-1 -0.161691
-1 -0.161512
-1 -0.161346
-1 -0.161192
-1 -0.16105
-1 -0.160919
-1 -0.160797
-1 -0.160683
-1 -0.160576
-1 -0.160473
-1 -0.160375
-1 -0.160279
-1 -0.160186
-1 -0.160094
-1 -0.160002
-1 -0.15991
-1 -0.159817
-1 -0.159723
-1 -0.159627
-1 -0.159527
-1 -0.159424
-1 -0.159315
-1 -0.159201
-1 -0.159079
-1 -0.158949
-1 -0.158809
-1 -0.158659
-1 -0.158497
-1 -0.158324
-1 -0.158137
-1 -0.157935
-1 -0.157719
-1 -0.157487
-1 -0.157239
-1 -0.156975
-1 -0.156696
-1 -0.1564
-1 -0.156087
-1 -0.15576
-1 -0.155416
-1 -0.155057
-1 -0.154681
-1 -0.154289
-1 -0.153881
-1 -0.153457
-1 -0.153017
-1 -0.15256
-1 -0.152087
-1 -0.151598
-1 -0.151091
-1 -0.150569
-1 -0.150031
-1 -0.149479
-1 -0.148913
-1 -0.148335
-1 -0.147745
-1 -0.147146
-1 -0.146538
-1 -0.145922
-1 -0.145301
-1 -0.144673
-1 -0.144042
-1 -0.143408
-1 -0.142771
-1 -0.142134
-1 -0.141496
-1 -0.140858
-1 -0.140222
-1 -0.139588
-1 -0.138956
-1 -0.138329
-1 -0.137707
-1 -0.137092
